id,url,question,answer
319,http://www.freebase.com/view/en/elton_john,who did elton john marry first?,Renate Blauel
320,http://www.freebase.com/view/en/tom_cruise,where is tom cruise from?,Syracuse
321,http://www.freebase.com/view/en/madonna,what movies did madonna appear in?,Shadows and Fog
322,http://www.freebase.com/view/en/leland_chapman,where does leland chapman live now?,Kailua
323,http://www.freebase.com/view/en/roman_empire,where was the roman colosseum located?,Rome
324,http://www.freebase.com/view/en/abraham_lincoln,what date was abraham lincoln inaugurated?,Abraham Lincoln 1861 presidential inauguration
325,http://www.freebase.com/view/en/henry_ford,what invention did henry ford invent?,Ford Motor Company
326,http://www.freebase.com/view/en/new_york,what time zone is new york under?,North American Eastern Time Zone
327,http://www.freebase.com/view/en/maya_civilization,when did mayans predict end of the world?,2012
328,http://www.freebase.com/view/en/adolf_hitler,what is the name of the book hitler wrote while in prison?,Mein Kampf
329,http://www.freebase.com/view/en/meg_griffin,who voiced meg in the pilot?,Mila Kunis
330,http://www.freebase.com/view/en/albert_einstein,what albert einstein do for math?,Mathematician
331,http://www.freebase.com/view/en/bashar_al-assad,where did bashar al assad study?,University of Damascus
332,http://www.freebase.com/view/en/lois_lane,who plays lois lane in superman returns?,Kate Bosworth
333,http://www.freebase.com/view/en/joseph_lister_1st_baron_lister,what did joseph lister do for science?,Listerine
334,http://www.freebase.com/view/en/stewie_griffin,who is the voice of stewie griffin from family guy?,Seth MacFarlane
335,http://www.freebase.com/view/en/king_james_version_of_the_bible,who uses new king james bible?,Christianity
336,http://www.freebase.com/view/en/charlie_chaplin,what films did charlie chaplin direct?,A King in New York
337,http://www.freebase.com/view/en/lea_michele,who does lea michele dating in real life?,Cory Monteith
338,http://www.freebase.com/view/en/joe_walsh,when did joe walsh leave the eagles?,1980
339,http://www.freebase.com/view/en/annie,when was the musical annie written?,Annie (1977 original Broadway cast)
340,http://www.freebase.com/view/en/london,what should you see in london?,Regent's Park
341,http://www.freebase.com/view/en/billy_beane,who does billy beane work for now?,Oakland Athletics
342,http://www.freebase.com/view/en/j_j_thomson,what subatomic particles did jj thomson discover?,Electron
343,http://www.freebase.com/view/en/taylor_lautner,what films have taylor lautner been in?,New Moon
344,http://www.freebase.com/view/en/darth_vader,who were anakin skywalker's parents?,Shmi Skywalker
345,http://www.freebase.com/view/en/natalie,what country is the name natalie from?,United States of America
346,http://www.freebase.com/view/en/aladdin_1992,who played the voice of aladdin?,Scott Weinger
347,http://www.freebase.com/view/en/dale_earnhardt,what exactly did dale earnhardt die from?,Traffic collision
348,http://www.freebase.com/view/en/miami_heat,what year did miami heat win the championship?,2012 NBA Finals
349,http://www.freebase.com/view/en/benito_mussolini,what kind of government did benito mussolini have?,Dictator
350,http://www.freebase.com/view/en/diocletian,who was emperor diocletian?,Roman emperor
351,http://www.freebase.com/view/en/chelsea_staub,who is chelsea kane?,Singer
352,http://www.freebase.com/view/en/charles_darwin,who is darwin and what is his theory?,Naturalist
353,http://www.freebase.com/view/en/barack_obama,what did obama study in school?,Political Science
354,http://www.freebase.com/view/en/deion_sanders,where did deion sanders play baseball?,Cincinnati Reds
355,http://www.freebase.com/view/en/oregon,who is the new governor of oregon?,John Kitzhaber
356,http://www.freebase.com/view/en/south_africa,what continent is south africa part of?,Africa
357,http://www.freebase.com/view/en/michael_jackson,who was michael jackson's best friend?,Elizabeth Taylor
358,http://www.freebase.com/view/en/taylor_lautner,what movies has taylor lautner been in 2011?,New Moon
359,http://www.freebase.com/view/en/austraila,where does the australian prime minister reside?,Canberra
360,http://www.freebase.com/view/en/kate_winslet,what did kate winslet get an oscar for?,The Reader
361,http://www.freebase.com/view/en/henry_ford,what company did henry ford work for?,Ford Motor Company
362,http://www.freebase.com/view/en/thomas_cromwell_1st_earl_of_essex,what happened to thomas cromwell's children?,"Gregory Cromwell, 1st Baron Cromwell"
363,http://www.freebase.com/view/en/indian_ocean,where indian ocean is located?,South Asia
364,http://www.freebase.com/view/en/united_states_navy,what year was the navy chief established?,William J. Fallon
365,http://www.freebase.com/view/en/baltimore_orioles,what year did the orioles win 100 games?,1970 World Series
366,http://www.freebase.com/view/en/our_lady_of_penafrancia,who was mary's mother?,Saint Anne
367,http://www.freebase.com/view/en/american_express,where is american express located?,New York City
368,http://www.freebase.com/view/en/china,what is the china money called?,Renminbi
369,http://www.freebase.com/view/en/spain,what is the government of spain today?,Constitutional monarchy
370,http://www.freebase.com/view/en/howard_university,where is the howard university located?,United States of America
371,http://www.freebase.com/view/en/terrell_owens,where did terrell owens get traded to?,Philadelphia Eagles
372,http://www.freebase.com/view/en/catholicism,what do catholics call their god?,God
373,http://www.freebase.com/view/en/alaska,what is the capital of alaska state?,Juneau
374,http://www.freebase.com/view/en/soviet_union,what was the soviet union?,Soviet democracy
375,http://www.freebase.com/view/en/jeff_corwin,what college did jeff corwin go to?,Bridgewater State College
376,http://www.freebase.com/view/en/persian_language,who speaks farsi?,Canada
377,http://www.freebase.com/view/en/neptune,who was neptune discovered by?,John Couch Adams
378,http://www.freebase.com/view/en/russia,who were the major trade partners of russia?,Uzbekistan
379,http://www.freebase.com/view/en/corey_haim,what did corey haim really die of?,Pneumonia
380,http://www.freebase.com/view/en/pavlova,where did pavlova originate?,New Zealand cuisine
381,http://www.freebase.com/view/en/nathaniel_hawthorne,where did nathaniel hawthorne die?,Plymouth
382,http://www.freebase.com/view/en/jack_johnson,where did jack johnson go to high school?,Kahuku High & Intermediate School
383,http://www.freebase.com/view/en/maxie_jones,who played maxie jones on general hospital?,Kirsten Storms
384,http://www.freebase.com/view/en/edgar_allan_poe,what military school did poe attend?,United States Military Academy
385,http://www.freebase.com/view/en/buddhism,what are buddhist gods?,Āgama
386,http://www.freebase.com/view/en/wolfgang_amadeus_mozart,who influenced wolfgang amadeus mozart?,Carl Philipp Emanuel Bach
387,http://www.freebase.com/view/en/dallas_cowboys,when was the last dallas cowboys super bowl win?,Super Bowl XXX
388,http://www.freebase.com/view/en/iceland,what language do they speak in iceland wikipedia?,Icelandic Language
389,http://www.freebase.com/view/en/kateri_tekakwitha,when was blessed kateri born?,1656
390,http://www.freebase.com/view/en/bali,when did the bali bombings occur?,2002 Bali bombings
391,http://www.freebase.com/view/en/south_africa,what is the political system in south africa?,Parliamentary republic
392,http://www.freebase.com/view/en/croatia,what is the currency in croatia 2012?,Croatian kuna
393,http://www.freebase.com/view/en/joe_montana,where did joe montana go to high school?,Ringgold High School
394,http://www.freebase.com/view/en/supreme_court_of_the_united_states,what cases does the supreme court have original jurisdiction over?,The Supreme Court
395,http://www.freebase.com/view/en/palestine,where is the nation of palestine?,Eurasia
396,http://www.freebase.com/view/en/titan,what are the greek titans?,Titanium
397,http://www.freebase.com/view/en/english,what countries speak english primarily?,Canada
398,http://www.freebase.com/view/en/missouri_river,what states does the missouri river touch?,South Dakota
399,http://www.freebase.com/view/en/liverpool,what is in liverpool england?,New Pleasureland Southport
400,http://www.freebase.com/view/en/harvard_college,what state is harvard college located?,Massachusetts
401,http://www.freebase.com/view/en/leonardo_da_vinci,where was leonardo da vinci when he died?,Amboise
402,http://www.freebase.com/view/en/japan,what money do japanese use?,Japanese yen
403,http://www.freebase.com/view/en/oklahoma_city,what is the time zone in oklahoma city?,Central Time Zone
404,http://www.freebase.com/view/en/whitney_houston,what killed whitney houston?,Drowning
405,http://www.freebase.com/view/en/mali,what kind of government did the mali empire have?,Republic
406,http://www.freebase.com/view/en/israel,what is the religion of israel people?,Judaism
407,http://www.freebase.com/view/en/mount_st_helens,what is mount st helens?,Stratovolcano
408,http://www.freebase.com/view/en/saint_lucia,what airport is closest to sandals grande in st lucia?,George F. L. Charles Airport
409,http://www.freebase.com/view/en/united_states,which country is north of the usa?,Canada
410,http://www.freebase.com/view/en/gordon_hayward,where does drew gordon play?,Utah Jazz
411,http://www.freebase.com/view/en/russia,who was the first russian president?,Dmitry Medvedev
412,http://www.freebase.com/view/en/netherlands,what language does people in netherlands speak?,Frisian languages
413,http://www.freebase.com/view/en/china,what type of language does china speak?,Nepali Language
414,http://www.freebase.com/view/en/french,what countries around the world speak french?,France
415,http://www.freebase.com/view/en/esther_hicks,who is esther hicks?,Writer
416,http://www.freebase.com/view/en/michael_vick,what does michael vick do?,American football player
417,http://www.freebase.com/view/en/johannesburg,in which province is johannesburg?,Gauteng
418,http://www.freebase.com/view/en/john_lennon,where was john lennon standing when he was shot?,New York City
419,http://www.freebase.com/view/en/atlantic_city_new_jersey,what time do atlantic city bars close?,World War I Memorial
420,http://www.freebase.com/view/en/al_gore,what state did al gore represent?,Tennessee
421,http://www.freebase.com/view/en/darth_vader,who voiced darth vader in revenge of the sith?,Hayden Christensen
422,http://www.freebase.com/view/en/henri_matisse,what type of art is henri matisse famous for?,Sculpture
423,http://www.freebase.com/view/en/laughlin,what to do in laughlin nevada?,Riverside Resort Hotel & Casino
424,http://www.freebase.com/view/en/padme_amidala,who plays princess padme in star wars?,Catherine Taber
425,http://www.freebase.com/view/en/andorra,where to ski in andorra reviews?,Ordino-Arcalis Ski Area
426,http://www.freebase.com/view/en/louis_riel,who was louis riel?,Politician
427,http://www.freebase.com/view/en/united_kingdom,what are the four nations of the uk?,Scotland
428,http://www.freebase.com/view/en/judy_garland,who was judy garland married to?,Mark Herron
429,http://www.freebase.com/view/en/abraham_lincoln,where is abraham lincoln hometown?,Hodgenville
430,http://www.freebase.com/view/en/helen_keller,what disease did helen keller?,Deafness
431,http://www.freebase.com/view/en/brazil,what is the name of money in brazil?,Brazilian real
