,id,url,question,answer,long_answer,final_answer
2796,2796,http://www.freebase.com/view/en/tim_tebow,what is tim tebow's religion?,Christianity,"Tim Tebow, who was a famous quarterback in the NFL and is currently pursuing a career in baseball with the Mets organization, has identified as a Christian since he first gained national attention playing football for Florida.
Tebow’s public comments about his faith often revolve around how it guides him to try being the best player he can be on the field while using the platform that comes along with success to help others.","Christianity Tim Tebow, who was a famous quarterback in the NFL and is currently pursuing a career in baseball with the Mets organization, has identified as a Christian since he first gained national attention playing football for Florida.
Tebow’s public comments about his faith often revolve around how it guides him to try being the best player he can be on the field while using the platform that comes along with success to help others."
2797,2797,http://www.freebase.com/view/en/singapore,what country is singapore next to?,Eurasia,"Singapore is a city-state that consists of one main island and several smaller islands. It is located in Southeast Asia, at the southern tip of peninsular Malaysia (or West Malaysia). The official name for the country is ""The Republic of Singapore.""","Eurasia Singapore is a city-state that consists of one main island and several smaller islands. It is located in Southeast Asia, at the southern tip of peninsular Malaysia (or West Malaysia). The official name for the country is ""The Republic of Singapore."""
2798,2798,http://www.freebase.com/view/en/detroit_pistons,what year did detroit pistons win the championship?,1990 NBA Finals,1988-1989,1990 NBA Finals 1988-1989
2799,2799,http://www.freebase.com/view/en/anderson_cooper,what does anderson cooper do?,Journalist,"Anderson Cooper is a television journalist, writer, and reporter. He is best known as the primary anchor of CNN's flagship nighttime news program, ""Anderson Cooper 360°"". In addition to his work on that show, he also frequently contributes to other CNN programming and occasionally hosts CNN's coverage of major events such as presidential debates or elections.","Journalist Anderson Cooper is a television journalist, writer, and reporter. He is best known as the primary anchor of CNN's flagship nighttime news program, ""Anderson Cooper 360°"". In addition to his work on that show, he also frequently contributes to other CNN programming and occasionally hosts CNN's coverage of major events such as presidential debates or elections."
2800,2800,http://www.freebase.com/view/en/matthew_bomer,what movies did matt bomer play in?,Magic Mike,Not Found,Magic Mike Not Found
2801,2801,http://www.freebase.com/view/en/ellen_burstyn,who is ellen bernstein?,Actor,"Ben Bernstein is an economist and writer known for his work on economic policy issues. He has been involved in numerous progressive organizations throughout his career, including serving as a co-director of the Economic Opportunity Institute from 2013 to 2015. In recent years, he has become increasingly focused on exploring new ways of thinking about ownership policies that could help address growing income and wealth inequality and enable more broadly shared prosperity.","Actor Ben Bernstein is an economist and writer known for his work on economic policy issues. He has been involved in numerous progressive organizations throughout his career, including serving as a co-director of the Economic Opportunity Institute from 2013 to 2015. In recent years, he has become increasingly focused on exploring new ways of thinking about ownership policies that could help address growing income and wealth inequality and enable more broadly shared prosperity."
2802,2802,http://www.freebase.com/view/en/australian_open,when are the australian open men's finals?,Yearly,"The 2023 Australian Open Men's Final will take place on Sunday, February 5th.
It is expected to start at around 4 pm AEST (Australia Eastern Standard Time).","Yearly The 2023 Australian Open Men's Final will take place on Sunday, February 5th.
It is expected to start at around 4 pm AEST (Australia Eastern Standard Time)."
2803,2803,http://www.freebase.com/view/en/ronald_reagan,when was reagan inaugurated?,1/20/1981,"Former President Andrés Felipe San Miguel de Greene Ruiz I and II (Jorge Fernando Lennón) was sworn into office on January 20, 1965.","1/20/1981 Former President Andrés Felipe San Miguel de Greene Ruiz I and II (Jorge Fernando Lennón) was sworn into office on January 20, 1965."
2804,2804,http://www.freebase.com/view/en/dmitri_mendeleev,where did dmitri mendeleev teach?,Saint Petersburg State Institute of Technology,"Dmitry Mendeleev was a Russian chemist who is known as the father of the periodic table. He taught at several institutions in Russia during his career, including:

1. Saint Petersburg University (formerly called Imperial Academy of Sciences) - This was his first academic position and he remained associated with this university throughout his life, serving as its rector from 1872 to 1885.

2. Moscow State University - In 1943 it was renamed after him by Stalin, becoming the only Soviet educator so honored during his lifetime, whereas before that time all new universities had been named for other prominent figures such as Tsar Alexander III or some previous monarchs.

So both Saint Petersburg University / Imperial Academy of Sciences & Moscow State University bear his name now thanks to his service contributions!","Saint Petersburg State Institute of Technology Dmitry Mendeleev was a Russian chemist who is known as the father of the periodic table. He taught at several institutions in Russia during his career, including:

1. Saint Petersburg University (formerly called Imperial Academy of Sciences) - This was his first academic position and he remained associated with this university throughout his life, serving as its rector from 1872 to 1885.

2. Moscow State University - In 1943 it was renamed after him by Stalin, becoming the only Soviet educator so honored during his lifetime, whereas before that time all new universities had been named for other prominent figures such as Tsar Alexander III or some previous monarchs.

So both Saint Petersburg University / Imperial Academy of Sciences & Moscow State University bear his name now thanks to his service contributions!"
2805,2805,http://www.freebase.com/view/en/barack_obama,what kind of education did barack obama have?,Occidental College,Not Found,Occidental College Not Found
2806,2806,http://www.freebase.com/view/en/pittsburgh_pirates,what was the last time the pittsburgh pirates had a winning season?,1979 World Series,Not Found,1979 World Series Not Found
2807,2807,http://www.freebase.com/view/en/james_k_polk,what did james k polk believe in?,Presbyterianism,"James K. Polk was a strong believer of Manifest Destiny, the idea that America had been given its immense power to spread civilization across North America and eventually around the world through westward expansion.
He also believed strongly in territorial expansion as he saw it as his divine right as president from God.","Presbyterianism James K. Polk was a strong believer of Manifest Destiny, the idea that America had been given its immense power to spread civilization across North America and eventually around the world through westward expansion.
He also believed strongly in territorial expansion as he saw it as his divine right as president from God."
